GroupRef,Date,VisitTime,BurrowRef_New,BurrowRef,Longitude_New,Latitude_New,habitat,Date2,VisitTime2,BurrowRef_New2,BurrowRef2,Longitude_New2,Latitude_New2,BurrowChange,distance_m,GroupSize,nPups,Babysitting,anypups,PupPresence,year,month,breedingyear,season,GroupSize_z
133,13/02/2019,A,781,1374,21.82792744,-26.9632481,White sand,14/02/2019,A,781,1374,21.82792744,-26.9632481,0,0,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,13/02/2019,A,24,3405,21.83439,-26.97577,White sand,14/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
140,13/02/2019,A,38,3454,21.80678,-26.96375,Grassland,14/02/2019,A,38,3454,21.80678,-26.96375,0,0,1,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.776162412
36,14/02/2019,A,1575,343,21.85249857,-27.00707144,White sand,15/02/2019,A,1575,343,21.85249857,-27.00707144,0,0,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,14/02/2019,A,1492,3629,21.7819,-27.00441,White sand,15/02/2019,A,1492,3629,21.7819,-27.00441,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,14/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,14/02/2019,P,1696,437,21.87078997,-26.95365996,0,0,8,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,14/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,15/02/2019,A,1138,3091,21.82645,-26.9443,0,0,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,14/02/2019,A,790,1396,21.85844419,-26.96089128,White sand,15/02/2019,A,790,1396,21.85844419,-26.96089128,0,0,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,14/02/2019,A,781,1374,21.82792744,-26.9632481,White sand,15/02/2019,A,157,3710,21.82552,-26.966733,1,455,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,14/02/2019,A,24,3405,21.83439,-26.97577,White sand,15/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,14/02/2019,A,1384,1106,21.82407847,-26.99691963,White sand,15/02/2019,A,1384,1106,21.82407847,-26.99691963,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
145,14/02/2019,A,132,3650,21.83886,-26.94371,Savanna,15/02/2019,A,132,3650,21.83886,-26.94371,0,0,5,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.185532566
18,15/02/2019,A,827,1455,21.82554681,-26.97516373,White sand,16/02/2019,A,827,1455,21.82554681,-26.97516373,0,0,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,15/02/2019,A,1575,343,21.85249857,-27.00707144,White sand,16/02/2019,A,2749,3655,21.84493,-26.99551,1,1488,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,15/02/2019,A,1492,3629,21.7819,-27.00441,White sand,16/02/2019,A,1493,3714,21.7861,-27.00782,1,563,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
81,15/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,16/02/2019,A,1138,3091,21.82645,-26.9443,0,0,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,15/02/2019,A,790,1396,21.85844419,-26.96089128,White sand,16/02/2019,A,1762,80,21.86374825,-26.95956778,1,546,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,15/02/2019,A,157,3710,21.82552,-26.966733,White sand,16/02/2019,A,527,974,21.82927977,-26.96679859,1,373,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,15/02/2019,A,24,3405,21.83439,-26.97577,White sand,16/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,15/02/2019,A,1384,1106,21.82407847,-26.99691963,White sand,15/02/2019,P,1384,1106,21.82407847,-26.99691963,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
147,15/02/2019,A,158,3711,21.84808,-26.94815,Savanna,16/02/2019,A,728,1252,21.84809002,-26.94928,1,126,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,16/02/2019,A,827,1455,21.82554681,-26.97516373,White sand,17/02/2019,A,485,365,21.82432104,-26.97350839,1,221,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,16/02/2019,A,2749,3655,21.84493,-26.99551,Savanna,17/02/2019,A,2001,304,21.84097152,-26.99176409,1,572,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,16/02/2019,A,1493,3714,21.7861,-27.00782,White sand,17/02/2019,A,1953,3504,21.79286,-27.00842,1,673,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,16/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,17/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,2,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,16/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,17/02/2019,A,1138,3091,21.82645,-26.9443,0,0,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,16/02/2019,A,1762,80,21.86374825,-26.95956778,White sand,17/02/2019,A,1605,144,21.86733864,-26.95808326,1,392,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,16/02/2019,A,527,974,21.82927977,-26.96679859,White sand,16/02/2019,P,527,974,21.82927977,-26.96679859,0,0,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,16/02/2019,A,24,3405,21.83439,-26.97577,White sand,17/02/2019,A,24,3405,21.83439,-26.97577,0,0,13,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.004272874
147,16/02/2019,A,728,1252,21.84809002,-26.94928,Shrubland,17/02/2019,A,728,1252,21.84809002,-26.94928,0,0,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,17/02/2019,A,485,365,21.82432104,-26.97350839,White sand,18/02/2019,A,485,365,21.82432104,-26.97350839,0,0,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,17/02/2019,A,2001,304,21.84097152,-26.99176409,White sand,18/02/2019,A,2749,3655,21.84493,-26.99551,1,572,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,17/02/2019,A,1953,3504,21.79286,-27.00842,Shrubland,18/02/2019,A,1942,3398,21.79692,-27.00528,1,533,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,17/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,18/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,7,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.890217643
81,17/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,17/02/2019,P,304,1554,21.82502078,-26.94416662,1,142,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,17/02/2019,A,1605,144,21.86733864,-26.95808326,White sand,18/02/2019,A,1812,1358,21.86873448,-26.95582727,1,286,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
134,17/02/2019,A,24,3405,21.83439,-26.97577,White sand,18/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
141,17/02/2019,A,1344,1092,21.81708419,-26.99970486,Shrubland,18/02/2019,A,1253,3172,21.81892,-26.99953,1,183,3,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.480847489
145,17/02/2019,A,851,1867,21.84646879,-26.93755522,Savanna,18/02/2019,A,851,1867,21.84646879,-26.93755522,0,0,5,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.185532566
147,17/02/2019,A,728,1252,21.84809002,-26.94928,Shrubland,18/02/2019,A,161,126,21.8466024,-26.95437737,1,586,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,18/02/2019,A,485,365,21.82432104,-26.97350839,White sand,19/02/2019,A,770,1354,21.82157622,-26.98403015,1,1201,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,18/02/2019,A,2749,3655,21.84493,-26.99551,Savanna,19/02/2019,A,2749,3655,21.84493,-26.99551,0,0,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,18/02/2019,A,1942,3398,21.79692,-27.00528,White sand,19/02/2019,A,1942,3398,21.79692,-27.00528,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,18/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,19/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
130,18/02/2019,A,1812,1358,21.86873448,-26.95582727,White sand,19/02/2019,A,631,101,21.85866999,-26.96415997,1,1361,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
134,18/02/2019,A,24,3405,21.83439,-26.97577,White sand,19/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
147,18/02/2019,A,161,126,21.8466024,-26.95437737,Savanna,19/02/2019,A,109,116,21.84455998,-26.95056997,1,469,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,19/02/2019,A,770,1354,21.82157622,-26.98403015,White sand,20/02/2019,A,770,1354,21.82157622,-26.98403015,0,0,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,19/02/2019,A,2749,3655,21.84493,-26.99551,Savanna,20/02/2019,A,2749,3655,21.84493,-26.99551,0,0,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,19/02/2019,A,1942,3398,21.79692,-27.00528,White sand,20/02/2019,A,1942,3398,21.79692,-27.00528,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,19/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,19/02/2019,P,1696,437,21.87078997,-26.95365996,0,0,8,2,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,19/02/2019,A,304,1554,21.82502078,-26.94416662,Savanna,20/02/2019,A,1138,3091,21.82645,-26.9443,1,142,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,19/02/2019,A,631,101,21.85866999,-26.96415997,White sand,20/02/2019,A,453,932,21.84412153,-26.96022277,1,1507,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,19/02/2019,A,497,955,21.82524657,-26.96635645,White sand,20/02/2019,A,497,955,21.82524657,-26.96635645,0,0,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,19/02/2019,A,24,3405,21.83439,-26.97577,White sand,19/02/2019,P,33,890,21.83643054,-26.9590051,1,1875,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
140,19/02/2019,A,38,3454,21.80678,-26.96375,Grassland,20/02/2019,A,38,3454,21.80678,-26.96375,0,0,1,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.776162412
144,19/02/2019,A,1345,1101,21.82905175,-26.99524836,White sand,20/02/2019,A,1345,1101,21.82905175,-26.99524836,0,0,3,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.480847489
147,19/02/2019,A,109,116,21.84455998,-26.95056997,Shrubland,20/02/2019,A,161,126,21.8466024,-26.95437737,1,469,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,20/02/2019,A,770,1354,21.82157622,-26.98403015,White sand,21/02/2019,A,770,1354,21.82157622,-26.98403015,0,0,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,20/02/2019,A,2749,3655,21.84493,-26.99551,Savanna,21/02/2019,A,2017,445,21.84562398,-27.00641641,1,1215,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,20/02/2019,A,1942,3398,21.79692,-27.00528,White sand,20/02/2019,P,1942,3398,21.79692,-27.00528,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
81,20/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,21/02/2019,A,304,1554,21.82502078,-26.94416662,1,142,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
133,20/02/2019,A,497,955,21.82524657,-26.96635645,White sand,21/02/2019,A,17,3396,21.83608,-26.95898,1,1351,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
144,20/02/2019,A,1345,1101,21.82905175,-26.99524836,White sand,21/02/2019,A,1345,1101,21.82905175,-26.99524836,0,0,3,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.480847489
147,20/02/2019,A,161,126,21.8466024,-26.95437737,Savanna,21/02/2019,A,314,1062,21.85261033,-26.95556105,1,610,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
18,21/02/2019,A,770,1354,21.82157622,-26.98403015,White sand,22/02/2019,A,530,110,21.824559,-26.97711823,1,823,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,21/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,22/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,4,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
81,21/02/2019,A,304,1554,21.82502078,-26.94416662,Savanna,22/02/2019,A,1138,3091,21.82645,-26.9443,1,142,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
133,21/02/2019,A,17,3396,21.83608,-26.95898,White sand,22/02/2019,A,774,1047,21.83390365,-26.95953676,1,224,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,21/02/2019,A,24,3405,21.83439,-26.97577,White sand,22/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,21/02/2019,A,1345,1101,21.82905175,-26.99524836,White sand,22/02/2019,A,1345,1101,21.82905175,-26.99524836,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
147,21/02/2019,A,314,1062,21.85261033,-26.95556105,White sand,22/02/2019,A,314,1062,21.85261033,-26.95556105,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
18,22/02/2019,A,530,110,21.824559,-26.97711823,White sand,23/02/2019,A,812,1548,21.82394713,-26.97067988,1,718,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,22/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,23/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,22/02/2019,A,1922,3171,21.80154,-26.99902,White sand,23/02/2019,A,1953,3504,21.79286,-27.00842,1,1354,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
81,22/02/2019,A,1138,3091,21.82645,-26.9443,Grassland,23/02/2019,A,973,2442,21.82541102,-26.94856804,1,486,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,22/02/2019,A,661,1038,21.86087477,-26.96260077,White sand,23/02/2019,A,661,1038,21.86087477,-26.96260077,0,0,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,22/02/2019,A,774,1047,21.83390365,-26.95953676,Shrubland,23/02/2019,A,792,1049,21.83278743,-26.96017538,1,131,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,22/02/2019,A,24,3405,21.83439,-26.97577,White sand,23/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,22/02/2019,A,1345,1101,21.82905175,-26.99524836,White sand,23/02/2019,A,1318,1089,21.83349323,-26.99335678,1,488,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
147,22/02/2019,A,314,1062,21.85261033,-26.95556105,White sand,23/02/2019,A,314,1062,21.85261033,-26.95556105,0,0,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,23/02/2019,A,812,1548,21.82394713,-26.97067988,Shrubland,23/02/2019,P,866,2040,21.82391485,-26.97035445,1,36,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,23/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,24/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,23/02/2019,A,1953,3504,21.79286,-27.00842,Shrubland,24/02/2019,A,1939,3722,21.7889,-27.01343,1,681,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,23/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,24/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,23/02/2019,A,973,2442,21.82541102,-26.94856804,Savanna,24/02/2019,A,821,1051,21.82465003,-26.95703996,1,945,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,23/02/2019,A,661,1038,21.86087477,-26.96260077,White sand,24/02/2019,A,606,399,21.86101366,-26.95966576,1,327,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,23/02/2019,A,792,1049,21.83278743,-26.96017538,White sand,24/02/2019,A,17,3396,21.83608,-26.95898,1,352,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,23/02/2019,A,24,3405,21.83439,-26.97577,White sand,24/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,23/02/2019,A,1318,1089,21.83349323,-26.99335678,Shrubland,23/02/2019,P,1318,1089,21.83349323,-26.99335678,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
145,23/02/2019,A,1129,3055,21.83663,-26.94074,Grassland,24/02/2019,A,1129,3055,21.83663,-26.94074,0,0,4,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.333190028
147,23/02/2019,A,314,1062,21.85261033,-26.95556105,White sand,24/02/2019,A,314,1062,21.85261033,-26.95556105,0,0,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
36,24/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,25/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,24/02/2019,A,1939,3722,21.7889,-27.01343,White sand,24/02/2019,P,1939,3722,21.7889,-27.01343,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,24/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,25/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,24/02/2019,A,821,1051,21.82465003,-26.95703996,Shrubland,25/02/2019,A,467,941,21.82671424,-26.95626883,1,222,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,24/02/2019,A,606,399,21.86101366,-26.95966576,White sand,25/02/2019,A,1762,80,21.86374825,-26.95956778,1,271,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
133,24/02/2019,A,17,3396,21.83608,-26.95898,White sand,25/02/2019,A,33,890,21.83643054,-26.9590051,1,35,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,24/02/2019,A,24,3405,21.83439,-26.97577,White sand,25/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
145,24/02/2019,A,1129,3055,21.83663,-26.94074,Grassland,25/02/2019,A,162,3723,21.83639,-26.94154,1,92,4,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.333190028
147,24/02/2019,A,314,1062,21.85261033,-26.95556105,White sand,25/02/2019,A,1150,3184,21.85693,-26.96081,1,724,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
36,25/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,26/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
77,25/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,26/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,25/02/2019,A,467,941,21.82671424,-26.95626883,Savanna,26/02/2019,A,467,941,21.82671424,-26.95626883,0,0,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
130,25/02/2019,A,1762,80,21.86374825,-26.95956778,White sand,26/02/2019,A,1605,144,21.86733864,-26.95808326,1,392,12,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.151930336
134,25/02/2019,A,24,3405,21.83439,-26.97577,White sand,26/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
18,26/02/2019,A,866,2040,21.82391485,-26.97035445,White sand,27/02/2019,A,530,110,21.824559,-26.97711823,1,755,13,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.004272874
36,26/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,27/02/2019,A,2017,445,21.84562398,-27.00641641,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
77,26/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,27/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
81,26/02/2019,A,467,941,21.82671424,-26.95626883,Savanna,27/02/2019,A,821,1051,21.82465003,-26.95703996,1,222,8,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.742560182
134,26/02/2019,A,24,3405,21.83439,-26.97577,White sand,27/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,2,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
144,26/02/2019,A,1318,1089,21.83349323,-26.99335678,Shrubland,27/02/2019,A,1318,1089,21.83349323,-26.99335678,0,0,4,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.333190028
36,27/02/2019,A,2017,445,21.84562398,-27.00641641,White sand,28/02/2019,A,2007,1138,21.85437008,-27.00446712,1,893,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
77,27/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,28/02/2019,A,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
133,27/02/2019,A,497,955,21.82524657,-26.96635645,White sand,28/02/2019,A,283,372,21.82935885,-26.9623774,1,602,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,27/02/2019,A,24,3405,21.83439,-26.97577,White sand,28/02/2019,A,24,3405,21.83439,-26.97577,0,0,14,1,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
36,28/02/2019,A,2007,1138,21.85437008,-27.00446712,White sand,01/03/2019,A,2007,1138,21.85437008,-27.00446712,0,0,9,3,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.59490272
65,28/02/2019,A,1955,3527,21.7872,-27.00723,White sand,01/03/2019,A,1955,3527,21.7872,-27.00723,0,0,6,5,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-1.037875105
77,28/02/2019,A,1696,437,21.87078997,-26.95365996,White sand,28/02/2019,P,1696,437,21.87078997,-26.95365996,0,0,8,4,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,-0.742560182
130,28/02/2019,A,1634,37,21.86741006,-26.95594579,White sand,01/03/2019,A,1605,144,21.86733864,-26.95808326,1,238,10,1,N,Y,pups_foraging,2019,2,2018/2019,Oct-Apr,-0.447245259
133,28/02/2019,A,283,372,21.82935885,-26.9623774,White sand,28/02/2019,P,283,372,21.82935885,-26.9623774,0,0,9,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-0.59490272
134,28/02/2019,A,24,3405,21.83439,-26.97577,White sand,01/03/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,2,2018/2019,Oct-Apr,0.143384587
140,28/02/2019,A,38,3454,21.80678,-26.96375,Grassland,01/03/2019,A,38,3454,21.80678,-26.96375,0,0,1,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.776162412
147,28/02/2019,A,314,1062,21.85261033,-26.95556105,White sand,01/03/2019,A,314,1062,21.85261033,-26.95556105,0,0,5,0,N,N,neither,2019,2,2018/2019,Oct-Apr,-1.185532566
18,01/03/2019,A,770,1354,21.82157622,-26.98403015,White sand,02/03/2019,A,485,365,21.82432104,-26.97350839,1,1201,13,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-0.004272874
36,01/03/2019,A,2007,1138,21.85437008,-27.00446712,White sand,02/03/2019,A,2007,1138,21.85437008,-27.00446712,0,0,9,3,N,Y,pups_foraging,2019,3,2018/2019,Oct-Apr,-0.59490272
65,01/03/2019,A,1955,3527,21.7872,-27.00723,White sand,02/03/2019,A,1490,3561,21.78284,-27.00476,1,512,11,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-0.299587797
81,01/03/2019,A,821,1051,21.82465003,-26.95703996,Shrubland,02/03/2019,A,821,1051,21.82465003,-26.95703996,0,0,7,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-0.890217643
130,01/03/2019,A,1605,144,21.86733864,-26.95808326,White sand,02/03/2019,A,1634,37,21.86741006,-26.95594579,1,238,9,1,N,Y,pups_foraging,2019,3,2018/2019,Oct-Apr,-0.59490272
134,01/03/2019,A,24,3405,21.83439,-26.97577,White sand,02/03/2019,A,24,3405,21.83439,-26.97577,0,0,14,0,Y,N,babysitting,2019,3,2018/2019,Oct-Apr,0.143384587
144,01/03/2019,A,1318,1089,21.83349323,-26.99335678,Shrubland,02/03/2019,A,1318,1629,21.83349323,-26.99335678,0,0,4,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-1.333190028
145,01/03/2019,A,108,3607,21.83325,-26.923715,Savanna,02/03/2019,A,108,3607,21.83325,-26.923715,0,0,4,1,N,Y,pups_foraging,2019,3,2018/2019,Oct-Apr,-1.333190028
147,01/03/2019,A,314,1062,21.85261033,-26.95556105,White sand,02/03/2019,A,314,1062,21.85261033,-26.95556105,0,0,5,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-1.185532566
18,02/03/2019,A,485,365,21.82432104,-26.97350839,White sand,03/03/2019,A,866,2040,21.82391485,-26.97035445,1,353,13,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-0.004272874
65,02/03/2019,A,1490,3561,21.78284,-27.00476,Shrubland,03/03/2019,A,1490,3561,21.78284,-27.00476,0,0,11,0,N,N,neither,2019,3,2018/2019,Oct-Apr,-0.299587797
